#;NAME                                                                  ;BE;Ko;Br;Rü;Ba;LH;RH;LF;RF;ZR;TR;St;
A;Armschiene (links), Leder;lederzeug_arme_links00_LQ.gif;Arme          ; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0;Z;
A;Armschiene (rechts), Leder;lederzeug_arme_rechts00_LQ.gif;Arme        ; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0;Z;
A;Armschiene links, Bronze;plattenzeug_links00_LQ.gif;Arme              ; 2; 0; 0; 0; 0; 2; 0; 0; 0; 0; 2; 0;Z;
A;Armschiene rechts, Bronze;plattenzeug_rechts00_LQ.gif;Arme            ; 2; 0; 0; 0; 0; 0; 2; 0; 0; 0; 2; 0;Z;
A;Armschienen links, Stahl;plattenzeug_links00_LQ.gif;Arme              ; 2; 0; 0; 0; 0; 3; 0; 0; 0; 0; 2; 0;Z;
A;Armschienen rechts, Stahl;plattenzeug_rechts00_LQ.gif;Arme            ; 2; 0; 0; 0; 0; 0; 3; 0; 0; 0; 2; 0;Z;
A;Kettenhandschuh (links);blank_LQ.gif;Arme                             ; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0;Z;
A;Kettenhandschuh (rechts);blank_LQ.gif;Arme                            ; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0;Z;
A;Panzerhandschuhe links;plattenzeug_links00_LQ.gif;Arme                ; 2; 0; 0; 0; 0; 2; 0; 0; 0; 1; 2; 0;Z;
A;Panzerhandschuhe rechts;plattenzeug_rechts00_LQ.gif;Arme              ; 2; 0; 0; 0; 0; 0; 2; 0; 0; 1; 2; 0;Z;
A;Plattenarm links;plattenzeug_links00_LQ.gif;Arme                      ; 2; 0; 0; 0; 0; 5; 0; 0; 0; 1; 2; 0;Z;
A;Plattenarm rechts;plattenzeug_rechts00_LQ.gif;Arme                    ; 2; 0; 0; 0; 0; 0; 5; 0; 0; 1; 2; 0;Z;
